lambdas,rmses
4,0.8647228854553269
4.1,0.8647194179810144
4.2,0.864716310051639
4.3,0.8647135670723844
4.4,0.864711311036099
4.5,0.8647094747277523
4.6,0.8647080268711476
4.7,0.864706959179467
4.8,0.8647062636022996
4.9,0.8647059323163039
5,0.8647059577166054
5.1,0.8647063324081248
5.2,0.864707049198796
5.3,0.8647081010926027
5.4,0.8647094812805354
5.5,0.8647111831388254
5.6,0.8647132002205995
5.7,0.8647158655839763
5.8,0.8647184734045138
5.9,0.8647213783189416
6,0.8647245886973549
